id,Name,href,comunidad,provincia,municipio,descripcion,direccion,latitude,longitude
736,Monasterio de Santa María de Valvanera,/es/lugares-interes/monasterio-santa-maria-valvanera/,La Rioja,La Rioja,Anguiano,"El nombre del monasterio proviene de la expresión latina “Vallis Venaria”, que significa “valle de las venas de agua”, debido a que está situado en un valle de abundantes fuentes, cascadas y arroyos. Aunque la iglesia actual data del siglo XV, su origen se encuentra en un templo visigótico. También conserva una torre de otra iglesia románica del siglo XII. En el altar mayor se puede admirar el camarín de la Virgen de Valvanera.","['26322', 'Anguiano,', 'La Rioja', '(La Rioja)']",42.23108320000001,-2.8698653
737,Monasterio de Santa María de la Vid,/es/lugares-interes/monasterio-santa-maria-vid/,Castilla y León,Burgos,"Vid y Barrios, La","De la primera iglesia románica (1152-1159) apenas quedan restos. Lo que vemos hoy en día pertenece a las sucesivas campañas de ampliaciones y renovaciones emprendidas desde 1516 y hasta el siglo XVIII. La iglesia (siglo XVI), obra de Sebastián de Oria, Pedro de Rasines y Juan de Vallejo, alberga tesoros como la talla gótica (siglo XIII) de la titular, el retablo de Antonio de Elejalde (siglo XVI), la sillería barroca del coro, la rejería gótica y los retablos laterales barrocos. Posee dos claustros, ambos del siglo XVI y reformados en el siglo XVIII, con elegantes galerías, arcos y bóvedas. Del resto, destaca la biblioteca, que guarda más de 60.000 libros, 22 incunables, documentos y pergaminos manuscritos científicos, literarios e históricos, y hasta una edición del Corán en pergamino, fechada en 1134.","['Ctra. N-122. Valladolid-Soria, km. 18 de Aranda de Duero']",41.62904,-3.488261
738,Monasterio de Santes Creus,/es/lugares-interes/monasterio-santes-creus/,Cataluña,Tarragona,Aiguamúrcia,"El conjunto es un excelente ejemplo de las influencias arquitectónicas seguidas por los monasterios cistercienses. Su construcción se dilata en el tiempo entre los siglos XII y XVIII. La fachada de la iglesia, coronada por almenas, es románica del siglo XI y contiene un espectacular ventanal gótico. Es de planta de cruz latina, con tres naves y cinco capillas. El claustro es gótico y fue construido por Jaume II en 1313. En el suelo de la sala capitular están esculpidas las tumbas de varios abades del monasterio.",['Plaza Jaume el Just s/n'],41.3459166971847,1.36357844792543
739,Monasterio de Santo Domingo de Silos,/es/lugares-interes/monasterio-santo-domingo-silos/,Castilla y León,Burgos,Santo Domingo de Silos,"El edificio está ubicado en el paraje conocido como Valle de Tabladillo. Su fundación pudo tener lugar hacia el siglo VII. En el año 1088 se consagró un templo románico que, posteriormente, fue sustituido por otro neoclásico con planos de Ventura Rodríguez. El claustro que se conserva es el románico, de planta cuadrada y con dos pisos de arquerías. En los capiteles del claustro bajo, se encuentra una profusa decoración simbólica con dragones, centauros, encestados, sirenas, etc. Las esquinas del claustro están decoradas con escenas de la vida de Cristo en enormes relieves. Es relevante, asimismo, el archivo del monasterio, en el que se guardan fragmentos del Beato del siglo X, una hoja de la Biblia de Oña, otros fragmentos de manuscritos visigóticos y fragmentos musicales de unos veinte códices en notación aquitana.","['C/ Santo Domingo, 2']",41.95464999539001,-3.43521381315062
740,Monasterio de Santo Toribio de Liébana,/es/lugares-interes/monasterio-santo-toribio-liebana/,Cantabria,Cantabria,Camaleño,"Es de estilo gótico con influencia cisterciense, que se denota en su sobriedad. En el mismo lugar se ubicaron anteriormente una construcción románica y algunas ermitas semi-rupestres de las que aún quedan restos. Lo más significativo de esta iglesia es la capilla barroca conocida como Lignum Crucis.","['39589', 'Santo Toribio,', 'Camaleño,', 'Cantabria', '(Cantabria)']",43.142784187814904,-4.7405014663807
741,Monasterio de Suso de San Millán de la Cogolla,/es/lugares-interes/monasterio-suso-san-millan-cogolla/,La Rioja,La Rioja,San Millán de la Cogolla,"El cenobio, núcleo del Monasterio, es visigótico y se construyó en el año 550, lo que lo convierte en uno de los más antiguos de España. En sus cuevas hacía San Millán sus penitencias cuaresmales. En el siglo X estuvo habitado por monjes mozárabes y, de aquella época, son el arco de herradura en su puerta de acceso y las capillas cuadradas del interior. El edificio consta de dos naves, separadas por arcos de herradura. En el año 964 se escribió el primer diccionario enciclopédico de la península Ibérica: el Códice Emilianense 46. En el siglo XIII, Gonzalo de Berceo escribió los primeros poemas de la lengua española. Sus restos se encuentran en la capilla románica.",['Zona Monasterios'],42.32952762889739,-2.872866856635703
742,Monasterio de Tentudía,/es/lugares-interes/monasterio-tentudia/,Extremadura,Badajoz,Calera de León,"Fundado por el Maestre Pelayo Pérez Correa en la segunda mitad del siglo XIII. La antigua ermita fue elevada a la categoría de Monasterio en 1514. Fue cabecera de la Vicaría de Santa María de Tudía y albergó un importante colegio de humanidades. Su claustro es mudéjar. Del monasterio destaca el retablo mayor realizado por Niculoso Pisano en 1518; en él se mezclan el estilo mudéjar y renacentista. Preside el templo la imagen de la Virgen de Tentudía, realizada en el siglo XVIII. El monasterio fue declarado de Interés Histórico Nacional.","['Carretera BA-039 Calera de León-Badajoz, Km. 9']",38.0721375246105,-6.337141192758301
743,Iglesia de Santa María de Tina,/es/lugares-interes/iglesia-santa-maria-tina/,Principado de Asturias,Asturias,Ribadedeva,Construída en el siglo XII y de la que hoy solo se conservan las ruinas entre los helechos. Este templo servía de refugio a los peregrinos del Camino de Santiago a su paso por Asturias.,['Senda Costera Bustio - La Franca'],43.386774070471795,-4.549798965454102
744,Monasterio de Uclés,/es/lugares-interes/monasterio-ucles/,Castilla-La Mancha,Cuenca,Uclés,"Se construyó el nuevo edificio en el siglo XVI en estilo renacentista aunque la fachada sur, y más conocida del monasterio, es barroca. Su autor es Pedro de Ribera. Tiene 2 grandes puertas decoradas con conchas veneras sobre cruces de Santiago. La fachada está ornamentada con armaduras, yelmos, banderas y una escultura de medio cuerpo del Apóstol. Atravesando el zaguán se llega a un patio de doble claustro. Hay un aljibe de brocal barroco en piedra con un escudo de la Orden de Santiago. El refectorio tiene un artesonado labrado en madera de pino con 36 casetones que representan a los caballeros de la Orden, presidido por el emperador Carlos V. La sacristía es de 2 naves en ángulo recto. Tiene 2 ventanales decorados con esculturas. En la iglesia, levantada por Francisco de Mora, encontramos una nave con crucero y varias capillas laterales del siglo XVI comunicadas entre sí mediante pequeñas puertas de medio punto. Hay que destacar el Retablo Mayor, que tiene un cuadro de Francisco Ricci, y los restos del Maestre D. Rodrigo y su hijo Jorge Manrique, autor de ""Coplas a la muerte de mi padre"". La escalera principal, por la que se accede desde el patio a la segunda planta, es regia y elegante.",['Calle Castillo s/n'],39.9790154819884,-2.86316830835594
745,Monasterio de Viaceli,/es/lugares-interes/monasterio-viaceli/,Cantabria,Cantabria,Alfoz de Lloredo,Se creó en 1889 y está habitado por una treintena de monjes.,"['39320', 'Cóbreces,', 'Alfoz de Lloredo,', 'Cantabria', '(Cantabria)']",43.3858364,-4.2141149
746,Monasterio de Yuso de San Millán de la Cogolla,/es/lugares-interes/monasterio-yuso-san-millan-cogolla/,La Rioja,La Rioja,San Millán de la Cogolla,"La iglesia, de tres naves, data del siglo XVI. En su interior tiene columnas corintias y cuadros de Juan Rizzi. El retablo mayor es del siglo XVII, el púlpito es plateresco y el coro es de estilo grecorromano. La sacristía es del siglo XVI y tiene en el techo frescos originales del XVIII. Su biblioteca tiene más de 300 documentos fechados entre los siglos XI al XV, incunables, códices de los siglos XII y XIII, etc. Las crónicas dicen que, en el traslado de las reliquias de San Millán al Monasterio de Santa María la Real, los bueyes que tiraban del carruaje se pararon en un determinado punto y no hubo forma de hacerles avanzar. El rey García Sánchez tomo ésto como una señal e hizo levantar el monasterio en ese lugar.",['Monasterio de San Millán. Yuso. Agustinos Recoletos.'],42.326197169745605,-2.864934941928934
747,Monasterio de San Jerónimo de Yuste,/es/lugares-interes/monasterio-yuste/,Extremadura,Cáceres,Cuacos de Yuste,"El Monasterio de Yuste tiene su origen en un pequeño eremitorio, que vio aumentar su tamaño gracias a la donación de unos terrenos a principios del siglo XV. Se trata de un Monasterio de Jerónimos fundado en 1408. Su fama internacional se debe a que en él, desde 1557, pasó sus últimos meses el emperador Carlos V una vez que dejó la corona a su hijo Felipe II. Para él se erigió un pequeño y austero palacio en el flanco meridional del convento. Posee una interesante iglesia gótica, con un retablo de Juan de Herrera y un coro gótico tallado.","['Carretera de Yuste, s/n,']",40.074362003105996,-5.66905659742805
748,Monte Arabí,/es/lugares-interes/monte-arabi/,Región de Murcia,Murcia,Yecla,"En Yecla, el Monte Arabí alberga varios conjuntos de pinturas rupestres entre las que destacan las de Cantos de Visera, la Cueva del Mediodía, y las del barranco de los Muertos y Arabilejo. Su descubridor fue Juan Zuazo Palacios, en el año 1912. Hay diversos motivos en sus representaciones, que incluyen figuras humanas, animales, motivos geométricos y varios pequeños ídolos.","['MU-404 Yecla-Fuenteálamo, desvio en Casa Don Lucio.']",38.5969278508906,-1.17282897841965
749,Monumento a Ataulfo Argenta,/es/lugares-interes/monumento-a-ataulfo-argenta/,Cantabria,Cantabria,Castro-Urdiales,Está dedicado al pianista y director de orquesta nacido en la localidad.,"['39700', 'Castro-Urdiales,', 'Cantabria', '(Cantabria)']",43.382775099999996,-3.21957
750,Monumento a Colón,/es/lugares-interes/monumento-a-colon-barcelona/,Cataluña,Barcelona,Barcelona,"Es uno de los monumentos más emblemáticos de la ciudad. La columna, de 52 m. de altura y diseñada por Gaietà Buïgas para la Exposición Universal de 1888, está rematada por la estatua de Cristóbal Colón, obra de Rafael Arché y de 7 m. de altura. Un ascensor atraviesa el interior de la columna hasta llegar a un mirador desde el que se puede ver una impresionante panorámica de la ciudad. La estatua indica con su dedo índice en dirección a América.","['Plaza Portal de la Pau, s/n.']",41.3755646295158,2.17728858086672
751,Monumento a Colón,/es/lugares-interes/monumento-a-colon-madrid/,Comunidad de Madrid,Madrid,Madrid,"La estatua dedicada a Cristóbal Colón se levantó entre 1881 y 1885, para celebrar el matrimonio del rey Alfonso XII con doña María de las Mercedes de Orleáns. Realizada en mármol blanco, la figura de Colón es obra del escultor Jerónimo Suñol, y el pedestal, de estilo gótico, es de Arturo Mélida. Este monumento destaca por su perfecta integración con la plaza en la que está situado, en el paseo de la Castellana, con una hermosa zona ajardinada, estanques y una gran cascada.","['Plaza de Colón, s/n. (Jardines del Descubrimiento)']",40.4251326381031,-3.690709464597479
752,Monumento a Elcano,/es/lugares-interes/monumento-elcano/,País Vasco,Gipuzkoa,Getaria,"Este monumento fue realizado en memoria de Juan Sebastián Elcano, uno de los personajes más ilustres de Getaria. Está elaborado con piedra labrada y tiene un cuerpo tronco-piramidal rectangular que soporta una terraza.","['Carretera N-634, dirección Zarautz']",43.29669865767229,-2.193145751953125
753,Monumento a Heinrich Krause,/es/lugares-interes/monumento-heinrich-krause/,Castilla y León,León,Molinaseca,,"['24413', 'El Acebo,', 'Molinaseca,', 'León', '(Castilla y León)']",42.4992459,-6.4577676
754,Monumento a Juan de la Cosa,/es/lugares-interes/monumento-juan-cosa/,Cantabria,Cantabria,Santoña,"Este monumento está erigido en recuerdo de Juan de la Cosa, que nació en la localidad y fue un navegante y cartógrafo del siglo XV conocido por haber diseñado el primer mapa del mundo que mostraba los territorios descubiertos en América.","['39740', 'Santoña,', 'Cantabria', '(Cantabria)']",43.4421533,-3.4531931000000005
